title,artist_name,writer,gender,year,writer_is_artist,artist_gender,title_artist_name,Songwriter is Artist
The Night Has A Thousand Eyes,Bobby Vee,Ben Weisman,m,1963,,m,The Night Has A Thousand Eyes by Bobby Vee,
(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,Bernie Baum,m,1963,,m,(You're the) Devil In Disguise by Elvis Presley With The Jordanaires,
Blue Velvet,Bobby Vinton,Bernie Wayne,m,1963,,m,Blue Velvet by Bobby Vinton,
(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,Bill Giant,m,1963,,m,(You're the) Devil In Disguise by Elvis Presley With The Jordanaires,
So Much In Love,The Tymes,Bill Jackson,m,1963,,m,So Much In Love by The Tymes,
Walk Like A Man,The 4 Seasons,Bob Crewe,m,1963,,m,Walk Like A Man by The 4 Seasons,
Walk Like A Man,The 4 Seasons,Bob Gaudio,m,1963,,m,Walk Like A Man by The 4 Seasons,
Washington Square,The Village Stompers,Bob Goldstein,m,1963,,m,Washington Square by The Village Stompers,
Pipeline,Chantay's,Bob Spickard,m,1963,,m,Pipeline by Chantay's,
Pipeline,Chantay's,Brian Carman,m,1963,,m,Pipeline by Chantay's,
Surf City,Jan & Dean,Brian Wilson,m,1963,,m,Surf City by Jan & Dean,
Surfin' U.S.A.,The Beach Boys,Brian Wilson,m,1963,,m,Surfin' U.S.A. by The Beach Boys,
Since I Fell For You,Lenny Welch,Buddy Johnson,m,1963,,m,Since I Fell For You by Lenny Welch,
Blue On Blue,Bobby Vinton,Burt Bacharach,m,1963,,m,Blue On Blue by Bobby Vinton,
Memphis,Lonnie Mack,Chuck Berry,m,1963,,m,Memphis by Lonnie Mack,
Surfin' U.S.A.,The Beach Boys,Chuck Berry,m,1963,,m,Surfin' U.S.A. by The Beach Boys,
Fingertips - Pt 2,Little Stevie Wonder,Clarence Paul,m,1963,,m,Fingertips - Pt 2 by Little Stevie Wonder,
Mean Woman Blues,Roy Orbison,Claude Demetrius,m,1963,,m,Mean Woman Blues by Roy Orbison,
It's All Right,The Impressions,CURTIS L MAYFIELD,m,1963,,m,It's All Right by The Impressions,
There! I've Said It Again,Bobby Vinton,David Mann,m,1963,,m,There! I've Said It Again by Bobby Vinton,
Washington Square,The Village Stompers,David Shire,m,1963,,m,Washington Square by The Village Stompers,
You Can't Sit Down,The Dovells,Dee Clark,m,1963,,m,You Can't Sit Down by The Dovells,
Can't Get Used To Losing You,Andy Williams,Doc Pomus,m,1963,,m,Can't Get Used To Losing You by Andy Williams,
Hotel Happiness,Brook Benton,Earl Shuman,m,1963,,m,Hotel Happiness by Brook Benton,
If You Wanna Be Happy,Jimmy Soul,Frank Guida,m,1963,,m,If You Wanna Be Happy by Jimmy Soul,
So Much In Love,The Tymes,George Williams,m,1963,,m,So Much In Love by The Tymes,
Up On The Roof,The Drifters,Gerry Goffin,m,1963,,m,Up On The Roof by The Drifters,
Sukiyaki,Kyu Sakamoto,Hachidai Nakamura,m,1963,,m,Sukiyaki by Kyu Sakamoto,
Blue On Blue,Bobby Vinton,Hal David,m,1963,,m,Blue On Blue by Bobby Vinton,
Busted,Ray Charles and his Orchestra,Harlan Howard,m,1963,,m,Busted by Ray Charles and his Orchestra,
Fingertips - Pt 2,Little Stevie Wonder,Henry Cosby,m,1963,,m,Fingertips - Pt 2 by Little Stevie Wonder,
Wipe Out,The Surfaris,James Fuller,m,1963,,m,Wipe Out by The Surfaris,
Surf City,Jan & Dean,Jan Berry,m,1963,,m,Surf City by Jan & Dean,
Ruby Baby,Dion,Jerry Leiber,m,1963,,m,Ruby Baby by Dion,
Wipe Out,The Surfaris,Jim Pash,m,1963,,m,Wipe Out by The Surfaris,
Rhythm Of The Rain,The Cascades,John Gummoe,m,1963,,m,Rhythm Of The Rain by The Cascades,
If You Wanna Be Happy,Jimmy Soul,Joseph Royster,m,1963,,m,If You Wanna Be Happy by Jimmy Soul,
You Can't Sit Down,The Dovells,Kal Mann,m,1963,,m,You Can't Sit Down by The Dovells,
Sugar Shack,Jimmy Gilmer And The Fireballs,Keith McCormack,m,1963,,m,Sugar Shack by Jimmy Gilmer And The Fireballs,
Candy Girl,The 4 Seasons,Larry Santos,m,1963,,m,Candy Girl by The 4 Seasons,
If I Had A Hammer,Trini Lopez,Lee Hays,m,1963,,m,If I Had A Hammer by Trini Lopez,
Blue Velvet,Bobby Vinton,Lee Morris,m,1963,,m,Blue Velvet by Bobby Vinton,
Hotel Happiness,Brook Benton,Leon Carr,m,1963,,m,Hotel Happiness by Brook Benton,
I Love You Because,Al Martino,Leon Payne,m,1963,,m,I Love You Because by Al Martino,
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,Lou Busch,m,1963,,m,"Hello Mudduh, Hello Fadduh! (A Letter From Camp) by Allan Sherman",
Ruby Baby,Dion,Mike Stoller,m,1963,,m,Ruby Baby by Dion,
Can't Get Used To Losing You,Andy Williams,Mort Shuman,m,1963,,m,Can't Get Used To Losing You by Andy Williams,
Louie Louie,The Kingsmen,Nick DeCaro,m,1963,,m,Louie Louie by The Kingsmen,
Wipe Out,The Surfaris,Patrick Connolly,m,1963,,m,Wipe Out by The Surfaris,
If I Had A Hammer,Trini Lopez,Pete Seeger,m,1963,,m,If I Had A Hammer by Trini Lopez,
Pepino The Italian Mouse,Lou Monte,Ray Allen,m,1963,,m,Pepino The Italian Mouse by Lou Monte,
There! I've Said It Again,Bobby Vinton,Redd Evans,m,1963,,m,There! I've Said It Again by Bobby Vinton,
Louie Louie,The Kingsmen,Richard Berry,m,1963,,m,Louie Louie by The Kingsmen,
Wipe Out,The Surfaris,Robert Berryhill,m,1963,,m,Wipe Out by The Surfaris,
Sukiyaki,Kyu Sakamoto,Rokusuke Ei,m,1963,,m,Sukiyaki by Kyu Sakamoto,
Wipe Out,The Surfaris,Ron Wilson,m,1963,,m,Wipe Out by The Surfaris,
So Much In Love,The Tymes,Roy Straigis,m,1963,,m,So Much In Love by The Tymes,
Loop De Loop,Johnny Thunder,Teddy Vann,m,1963,,m,Loop De Loop by Johnny Thunder,
Mr. Lonely,Bobby Vinton,Bobby Vinton,m,1964,,m,Mr. Lonely by Bobby Vinton,1
Because,The Dave Clark Five,Dave Clark,m,1964,,m,Because by The Dave Clark Five,1
Bits And Pieces,The Dave Clark Five,Dave Clark,m,1964,,m,Bits And Pieces by The Dave Clark Five,1
Can't You See That She's Mine,The Dave Clark Five,Dave Clark,m,1964,,m,Can't You See That She's Mine by The Dave Clark Five,1
"Oh, Pretty Woman",Roy Orbison And The Candy Men,Roy Orbison,m,1964,,m,"Oh, Pretty Woman by Roy Orbison And The Candy Men",1
Surfin' Bird,The Trashmen,Al Frazier,m,1964,,m,Surfin' Bird by The Trashmen,
House Of The Rising Sun,The Animals,Alan Price,m,1964,,m,House Of The Rising Sun by The Animals,
Java,Al (He's the King) Hirt,Allan Toussaint,m,1964,,m,Java by Al (He's the King) Hirt,
Java,Al (He's the King) Hirt,Alvin Tyler,m,1964,,m,Java by Al (He's the King) Hirt,
Under The Boardwalk,The Drifters,Artie Resnick,m,1964,,m,Under The Boardwalk by The Drifters,
"Oh, Pretty Woman",Roy Orbison And The Candy Men,Billy Dees,m,1964,,m,"Oh, Pretty Woman by Roy Orbison And The Candy Men",
Rag Doll,"The 4 Seasons Featuring the \Sound of Frankie Valli\""""",Bob Crewe,m,1964,,m,"Rag Doll by The 4 Seasons Featuring the \Sound of Frankie Valli\""""",
Dawn (Go Away),The 4 Seasons,Bob Gaudio,m,1964,,m,Dawn (Go Away) by The 4 Seasons,
Rag Doll,"The 4 Seasons Featuring the \Sound of Frankie Valli\""""",Bob Gaudio,m,1964,,m,"Rag Doll by The 4 Seasons Featuring the \Sound of Frankie Valli\""""",
Come A Little Bit Closer,Jay & The Americans,Bobby Hart,m,1964,,m,Come A Little Bit Closer by Jay & The Americans,
"Fun, Fun, Fun",The Beach Boys,BRIAN DOUGLAS WILSON,m,1964,,m,"Fun, Fun, Fun by The Beach Boys",
I Get Around,The Beach Boys,Brian Wilson,m,1964,,m,I Get Around by The Beach Boys,
Surfin' Bird,The Trashmen,Carl White,m,1964,,m,Surfin' Bird by The Trashmen,
Memphis,Johnny Rivers,Chuck Berry,m,1964,,m,Memphis by Johnny Rivers,
"Um, Um, Um, Um, Um, Um",Major Lance,Curtis Mayfield,m,1964,,m,"Um, Um, Um, Um, Um, Um by Major Lance",
Suspicion,Terry Stafford,Doc Pomus,m,1964,,m,Suspicion by Terry Stafford,
The Little Old Lady (From Pasadena),Jan & Dean,Don Altfield,m,1964,,m,The Little Old Lady (From Pasadena) by Jan & Dean,
Ringo,Lorne Greene,Don Robertson,m,1964,,m,Ringo by Lorne Greene,
Java,Al (He's the King) Hirt,Freddie Friday,m,1964,,m,Java by Al (He's the King) Hirt,
Mr. Lonely,Bobby Vinton,Gene Allan,m,1964,,m,Mr. Lonely by Bobby Vinton,
Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,Gerry Marsden,m,1964,,m,Don't Let The Sun Catch You Crying by Gerry And The Pacemakers,
Ringo,Lorne Greene,Hal Blair,m,1964,,m,Ringo by Lorne Greene,
California Sun,The Rivieras,Henry Glover,m,1964,,m,California Sun by The Rivieras,
Everybody Loves Somebody,Dean Martin,Irving Taylor,m,1964,,m,Everybody Loves Somebody by Dean Martin,
Do Wah Diddy Diddy,Manfred Mann,Jeff Barry,m,1964,,m,Do Wah Diddy Diddy by Manfred Mann,
"Hello, Dolly!",Louis Armstrong And The All Stars,Jerry Herman,m,1964,,m,"Hello, Dolly! by Louis Armstrong And The All Stars",
Surfin' Bird,The Trashmen,John Earl Harris,m,1964,,m,Surfin' Bird by The Trashmen,
A Hard Day's Night,The Beatles,John Lennon,m,1964,,m,A Hard Day's Night by The Beatles,
A World Without Love,Peter And Gordon,John Lennon,m,1964,,m,A World Without Love by Peter And Gordon,
Can't Buy Me Love,The Beatles,John Lennon,m,1964,,m,Can't Buy Me Love by The Beatles,
Do You Want To Know A Secret,The Beatles,John Lennon,m,1964,,m,Do You Want To Know A Secret by The Beatles,
I Feel Fine,The Beatles,John Lennon,m,1964,,m,I Feel Fine by The Beatles,
I Want To Hold Your Hand,The Beatles,John Lennon,m,1964,,m,I Want To Hold Your Hand by The Beatles,
Love Me Do,The Beatles,John Lennon,m,1964,,m,Love Me Do by The Beatles,
Please Please Me,The Beatles,John Lennon,m,1964,,m,Please Please Me by The Beatles,
She Loves You,The Beatles,John Lennon,m,1964,,m,She Loves You by The Beatles,
She's A Woman,The Beatles,John Lennon,m,1964,,m,She's A Woman by The Beatles,
G.T.O.,Ronny And The Daytonas,John Wilkin,m,1964,,m,G.T.O. by Ronny And The Daytonas,
Everybody Loves Somebody,Dean Martin,Ken Lane,m,1964,,m,Everybody Loves Somebody by Dean Martin,
Under The Boardwalk,The Drifters,Kenny Young,m,1964,,m,Under The Boardwalk by The Drifters,
Come A Little Bit Closer,Jay & The Americans,"Kevin \Wes\"" Farrell""",m,1964,,m,Come A Little Bit Closer by Jay & The Americans,
Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,Les Chadwick,m,1964,,m,Don't Let The Sun Catch You Crying by Gerry And The Pacemakers,
Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,Leslie Maguire,m,1964,,m,Don't Let The Sun Catch You Crying by Gerry And The Pacemakers,
Java,Al (He's the King) Hirt,Marilyn Schack,m,1964,,m,Java by Al (He's the King) Hirt,
Out Of Limits,The Marketts,MICHAEL ZANE GORDON,m,1964,,m,Out Of Limits by The Marketts,
"Fun, Fun, Fun",The Beach Boys,MIKE E LOVE,m,1964,,m,"Fun, Fun, Fun by The Beach Boys",
I Get Around,The Beach Boys,Mike Love,m,1964,,m,I Get Around by The Beach Boys,
Bits And Pieces,The Dave Clark Five,Mike Smith,m,1964,,m,Bits And Pieces by The Dave Clark Five,
Can't You See That She's Mine,The Dave Clark Five,Mike Smith,m,1964,,m,Can't You See That She's Mine by The Dave Clark Five,
California Sun,The Rivieras,Morris Levy,m,1964,,m,California Sun by The Rivieras,
Suspicion,Terry Stafford,Mort Schuman,m,1964,,m,Suspicion by Terry Stafford,
Twist And Shout,The Beatles,P.Medley,m,1964,,m,Twist And Shout by The Beatles,
A Hard Day's Night,The Beatles,Paul McCartney,m,1964,,m,A Hard Day's Night by The Beatles,
A World Without Love,Peter And Gordon,Paul McCartney,m,1964,,m,A World Without Love by Peter And Gordon,
Can't Buy Me Love,The Beatles,Paul McCartney,m,1964,,m,Can't Buy Me Love by The Beatles,
Do You Want To Know A Secret,The Beatles,Paul McCartney,m,1964,,m,Do You Want To Know A Secret by The Beatles,
I Feel Fine,The Beatles,Paul McCartney,m,1964,,m,I Feel Fine by The Beatles,
I Want To Hold Your Hand,The Beatles,Paul McCartney,m,1964,,m,I Want To Hold Your Hand by The Beatles,
Love Me Do,The Beatles,Paul McCartney,m,1964,,m,Love Me Do by The Beatles,
Please Please Me,The Beatles,Paul McCartney,m,1964,,m,Please Please Me by The Beatles,
She Loves You,The Beatles,Paul McCartney,m,1964,,m,She Loves You by The Beatles,
She's A Woman,The Beatles,Paul McCartney,m,1964,,m,She's A Woman by The Beatles,
She's Not There,The Zombies,Rod Argent,m,1964,,m,She's Not There by The Zombies,
The Little Old Lady (From Pasadena),Jan & Dean,Roger Christian,m,1964,,m,The Little Old Lady (From Pasadena) by Jan & Dean,
Everybody Loves Somebody,Dean Martin,Sam Coslow,m,1964,,m,Everybody Loves Somebody by Dean Martin,
Dawn (Go Away),The 4 Seasons,Sandy Linzer,m,1964,,m,Dawn (Go Away) by The 4 Seasons,
C'mon And Swim,Bobby Freeman,Sly Stone (Sylvester Stewart ),m,1964,,m,C'mon And Swim by Bobby Freeman,
C'mon And Swim,Bobby Freeman,Thomas Coman,m,1964,,m,C'mon And Swim by Bobby Freeman,
Come A Little Bit Closer,Jay & The Americans,Tommy Boyce,m,1964,,m,Come A Little Bit Closer by Jay & The Americans,
Forget Him,Bobby Rydell,Tony Hatch,m,1964,,m,Forget Him by Bobby Rydell,
Surfin' Bird,The Trashmen,Turner Wilson Jr.,m,1964,,m,Surfin' Bird by The Trashmen,
Last Kiss,J. Frank Wilson and The Cavaliers,Wayne Cochran,m,1964,,m,Last Kiss by J. Frank Wilson and The Cavaliers,
Like A Rolling Stone,Bob Dylan,Bob Dylan,m,1965,,m,Like A Rolling Stone by Bob Dylan,1
Catch Us If You Can,The Dave Clark Five,Dave Clark,m,1965,,m,Catch Us If You Can by The Dave Clark Five,1
Everybody Loves A Clown,Gary Lewis And The Playboys,Gary Lewis,m,1965,,m,Everybody Loves A Clown by Gary Lewis And The Playboys,1
I Got You (I Feel Good),James Brown And The Famous Flames,James Brown,m,1965,,m,I Got You (I Feel Good) by James Brown And The Famous Flames,1
Hold What You've Got,Joe Tex,Joe Tex,m,1965,,m,Hold What You've Got by Joe Tex,1
King Of The Road,Roger Miller,Roger Miller,m,1965,,m,King Of The Road by Roger Miller,1
Treat Her Right,Roy Head And The Traits,Roy Head,m,1965,,m,Treat Her Right by Roy Head And The Traits,1
This Diamond Ring,Gary Lewis And The Playboys,Al Kooper,m,1965,,m,This Diamond Ring by Gary Lewis And The Playboys,
Unchained Melody,The Righteous Brothers,Alex North,m,1965,,m,Unchained Melody by The Righteous Brothers,
Crying In The Chapel,Elvis Presley With The Jordanaires,Artie Glenn,m,1965,,m,Crying In The Chapel by Elvis Presley With The Jordanaires,
You've Lost That Lovin' Feelin',The Righteous Brothers,Barry Mann,m,1965,,m,You've Lost That Lovin' Feelin' by The Righteous Brothers,
The Birds And The Bees,Jewel Akens,Barry Stuart,m,1965,,m,The Birds And The Bees by Jewel Akens,
"The \In\"" Crowd""",Ramsey Lewis Trio,Billy Page,m,1965,,m,"The \In\"" Crowd"" by Ramsey Lewis Trio",
This Diamond Ring,Gary Lewis And The Playboys,Bob Brass,m,1965,,m,This Diamond Ring by Gary Lewis And The Playboys,
Let's Hang On!,"The 4 Seasons Featuring the \Sound of Frankie Valli\""""",Bob Crewe,m,1965,,m,"Let's Hang On! by The 4 Seasons Featuring the \Sound of Frankie Valli\""""",
Silhouettes,Herman's Hermits,Bob Crewe,m,1965,,m,Silhouettes by Herman's Hermits,
Mr. Tambourine Man,The Byrds,Bob Dylan,m,1965,,m,Mr. Tambourine Man by The Byrds,
California Girls,The Beach Boys,BRIAN DOUGLAS WILSON,m,1965,,m,California Girls by The Beach Boys,
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,Brian Holland,m,1965,,m,I Can't Help Myself (Sugar Pie Honey Bunch) by Four Tops,
It's The Same Old Song,Four Tops,Brian Holland,m,1965,,m,It's The Same Old Song by Four Tops,
"Help Me, Rhonda",The Beach Boys,Brian Wilson,m,1965,,m,"Help Me, Rhonda by The Beach Boys",
What's New Pussycat?,Tom Jones,Burt Bacharach,m,1965,,m,What's New Pussycat? by Tom Jones,
Hang On Sloopy,The McCoys,Burt Russell,m,1965,,m,Hang On Sloopy by The McCoys,
Game Of Love,Wayne Fontana & The Mindbenders,Clint Ballard Jr.,m,1965,,m,Game Of Love by Wayne Fontana & The Mindbenders,
Let's Hang On!,"The 4 Seasons Featuring the \Sound of Frankie Valli\""""",Denny Randell,m,1965,,m,"Let's Hang On! by The 4 Seasons Featuring the \Sound of Frankie Valli\""""",
The Jolly Green Giant,The Kingsmen,Dewey Terry Jr.,m,1965,,m,The Jolly Green Giant by The Kingsmen,
Wooly Bully,Sam The Sham and the Pharaohs,Domingo Samudio,m,1965,,m,Wooly Bully by Sam The Sham and the Pharaohs,
The Jolly Green Giant,The Kingsmen,Don F. Harris,m,1965,,m,The Jolly Green Giant by The Kingsmen,
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,Eddie Holland,m,1965,,m,I Can't Help Myself (Sugar Pie Honey Bunch) by Four Tops,
It's The Same Old Song,Four Tops,Eddie Holland Jr.,m,1965,,m,It's The Same Old Song by Four Tops,
Silhouettes,Herman's Hermits,Frank C. Slay Jr.,m,1965,,m,Silhouettes by Herman's Hermits,
"I'm Henry VIII, I Am",Herman's Hermits,Fred Murray,m,1965,,m,"I'm Henry VIII, I Am by Herman's Hermits",
I'm Telling You Now,Freddie And The Dreamers,Freddie Garrity,m,1965,,m,I'm Telling You Now by Freddie And The Dreamers,
Save Your Heart For Me,Gary Lewis And The Playboys,Gary Geld,m,1965,,m,Save Your Heart For Me by Gary Lewis And The Playboys,
Count Me In,Gary Lewis And The Playboys,Glen D. Hardin,m,1965,,m,Count Me In by Gary Lewis And The Playboys,
What's New Pussycat?,Tom Jones,Hal David,m,1965,,m,What's New Pussycat? by Tom Jones,
Wonderful World,Herman's Hermits,Herb Alpert,m,1965,,m,Wonderful World by Herman's Hermits,
Unchained Melody,The Righteous Brothers,Hy Zaret,m,1965,,m,Unchained Melody by The Righteous Brothers,
This Diamond Ring,Gary Lewis And The Playboys,Irwin Levine,m,1965,,m,This Diamond Ring by Gary Lewis And The Playboys,
Love Potion Number Nine,The Searchers,Jerry Leiber,m,1965,,m,Love Potion Number Nine by The Searchers,
Can't You Hear My Heartbeat,Herman's Hermits,John Carter (John Shakespeare),m,1965,,m,Can't You Hear My Heartbeat by Herman's Hermits,
Eight Days A Week,The Beatles,John Lennon,m,1965,,m,Eight Days A Week by The Beatles,
Help!,The Beatles,John Lennon,m,1965,,m,Help! by The Beatles,
Ticket To Ride,The Beatles,John Lennon,m,1965,,m,Ticket To Ride by The Beatles,
Yesterday,The Beatles,John Winston Lennon,m,1965,,m,Yesterday by The Beatles,
Shotgun,Jr. Walker & The All Stars,Junior Walker (Autry DeWalt),m,1965,,m,Shotgun by Jr. Walker & The All Stars,
(I Can't Get No) Satisfaction,The Rolling Stones,Keith Richards,m,1965,,m,(I Can't Get No) Satisfaction by The Rolling Stones,
Get Off Of My Cloud,The Rolling Stones,Keith Richards,m,1965,,m,Get Off Of My Cloud by The Rolling Stones,
Can't You Hear My Heartbeat,Herman's Hermits,Ken Lewis (Ken Hawker),m,1965,,m,Can't You Hear My Heartbeat by Herman's Hermits,
I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,Lamont Dozier,m,1965,,m,I Can't Help Myself (Sugar Pie Honey Bunch) by Four Tops,
It's The Same Old Song,Four Tops,Lamont Dozier,m,1965,,m,It's The Same Old Song by Four Tops,
"Cara, Mia",Jay & The Americans,Lee Lange,m,1965,,m,"Cara, Mia by Jay & The Americans",
Catch Us If You Can,The Dave Clark Five,Lenny Davidson,m,1965,,m,Catch Us If You Can by The Dave Clark Five,
Everybody Loves A Clown,Gary Lewis And The Playboys,Leon Russell,m,1965,,m,Everybody Loves A Clown by Gary Lewis And The Playboys,
1-2-2003,Len Barry,Leonard Borisoff,m,1965,,m,37623 by Len Barry,
Everybody Loves A Clown,Gary Lewis And The Playboys,Leslie Thomas,m,1965,,m,Everybody Loves A Clown by Gary Lewis And The Playboys,
Wonderful World,Herman's Hermits,Lou Adler,m,1965,,m,Wonderful World by Herman's Hermits,
The Jolly Green Giant,The Kingsmen,Lynn Easton,m,1965,,m,The Jolly Green Giant by The Kingsmen,
(I Can't Get No) Satisfaction,The Rolling Stones,Mick Jagger,m,1965,,m,(I Can't Get No) Satisfaction by The Rolling Stones,
Get Off Of My Cloud,The Rolling Stones,Mick Jagger,m,1965,,m,Get Off Of My Cloud by The Rolling Stones,
California Girls,The Beach Boys,MIKE E LOVE,m,1965,,m,California Girls by The Beach Boys,
"Help Me, Rhonda",The Beach Boys,Mike Love,m,1965,,m,"Help Me, Rhonda by The Beach Boys",
Love Potion Number Nine,The Searchers,Mike Stoller,m,1965,,m,Love Potion Number Nine by The Searchers,
I'm Telling You Now,Freddie And The Dreamers,Mitch Murray,m,1965,,m,I'm Telling You Now by Freddie And The Dreamers,
Eve Of Destruction,Barry McGuire,P.F. Sloan,m,1965,,m,Eve Of Destruction by Barry McGuire,
Eight Days A Week,The Beatles,Paul McCartney,m,1965,,m,Eight Days A Week by The Beatles,
Help!,The Beatles,Paul McCartney,m,1965,,m,Help! by The Beatles,
Ticket To Ride,The Beatles,Paul McCartney,m,1965,,m,Ticket To Ride by The Beatles,
Yesterday,The Beatles,Paul McCartney,m,1965,,m,Yesterday by The Beatles,
The Sound Of Silence,Simon & Garfunkel,Paul Simon,m,1965,,m,The Sound Of Silence by Simon & Garfunkel,
Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,Pete Seeger,m,1965,,m,Turn! Turn! Turn! (To Everything There Is A Season) by The Byrds,
Save Your Heart For Me,Gary Lewis And The Playboys,Peter Udell,m,1965,,m,Save Your Heart For Me by Gary Lewis And The Playboys,
You've Lost That Lovin' Feelin',The Righteous Brothers,Phil Spector,m,1965,,m,You've Lost That Lovin' Feelin' by The Righteous Brothers,
